fit_rank,app_id,name,release_date,genres,top_matching_tags,price_cents,price_usd,price_band,review_score,total,owners_range,owners_mid,performance_score,profile_fit_score,priority_score,evidence_tier,in_winner_cohort,in_top50_reference
59146,2946570,Rise of the Bugs,,"Adventure, Casual, Indie","Funny, Atmospheric, Character Customization, Story Rich, Singleplayer, Adventure, Metroidvania, Platformer",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.74,13.37,low,0,0
59147,3025410,TheExit8NYC,2024-06-20,"Casual, Indie","First-Person, Psychological Horror, Singleplayer, Indie, Exploration, Walking Simulator",99,0.99,$0.01-4.99,4,16,"0 - 20,000",10000,-4.5368,26.74,24.59,low,0,0
59148,558780,Sonya: The Great Adventure,2017-04-14,"Adventure, Casual, Indie","First-Person, Atmospheric, Story Rich, Singleplayer, Adventure, Indie, 2D",699,6.99,$5-9.99,6,191,"0 - 20,000",10000,-3.1146,26.74,32.07,low,0,0
59149,2258110,Sphere Game Legendary,2023-01-06,"Action, Casual, Indie","Difficult, Physics, Realistic, Action, Singleplayer, Parkour, Indie, Platformer",199,1.99,$0.01-4.99,7,23,"0 - 20,000",10000,-3.5633,26.74,29.71,low,0,0
59150,2851050,Mops & Mobs: A Sweeping Dungeon Novel,,"Adventure, Indie","Funny, First-Person, Management, Atmospheric, Dungeon Crawler, Story Rich, Adventure, Exploration",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.73,13.37,low,0,0
59151,1160610,Future Girls,2020-08-14,"Action, Adventure, Casual, Indie, RPG","Action, RPG, Adventure, Indie",999,9.99,$5-9.99,7,13,"0 - 20,000",10000,-3.7532,26.73,28.71,low,0,0
59152,1025650,Astrog,2019-02-28,"Action, Early Access, Indie","Crafting, Action, Early Access, Indie",499,4.99,$0.01-4.99,0,7,"0 - 20,000",10000,-5.9385,26.73,17.22,low,0,0
59153,1086670,Roll+Heart,2019-08-02,"Adventure, Casual, Indie","Story Rich, Dating Sim, Adventure, Indie",999,9.99,$5-9.99,0,1,"0 - 20,000",10000,-6.427,26.73,14.65,low,0,0
59154,2389010,Elementcore Revelations: Journey Prologue,2023-06-28,"Adventure, Casual, Free To Play, Indie, RPG, Simulation","Crafting, Simulation, Story Rich, RPG, Adventure, Medieval, Third Person, Exploration",0,0.0,free,6,149,"0 - 20,000",10000,-3.2016,26.73,31.61,low,0,0
59155,428100,Beyond Reality,2016-01-08,"Action, Adventure, Casual, Indie, RPG, Strategy","Strategy, Action, RPG, Adventure, Indie",99,0.99,$0.01-4.99,8,168,"50,000 - 100,000",75000,-2.1021,26.73,37.39,low,0,0
59156,1772840,Dragon War,2021-10-22,"Action, Early Access, Indie, RPG, Simulation","Physics, Realistic, Action, Early Access, PvP, Mythology, Medieval, Third Person",999,9.99,$5-9.99,0,3,"50,000 - 100,000",75000,-5.6933,26.73,18.51,low,0,0
59157,2578360,Kinky Fight Club 2,,"Indie, RPG","Character Customization, Mature, Dating Sim, Singleplayer, RPG, Indie, Action RPG",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.73,13.37,low,0,0
59158,2349660,A Raving Lunatic,2023-05-08,"Action, Adventure, Indie, RPG, Strategy",,999,9.99,$5-9.99,0,2,"0 - 20,000",10000,-6.2841,26.73,15.4,low,0,0
59159,2750240,AstroForge: Space Pirates,2024-02-29,"Action, Adventure, Indie, RPG, Strategy",,599,5.99,$5-9.99,0,5,"0 - 20,000",10000,-6.0399,26.73,16.68,low,0,0
59160,916380,Panco's Journey,2018-09-15,"Adventure, Indie, Strategy","Strategy, Adventure, Indie",199,1.99,$0.01-4.99,0,8,"0 - 20,000",10000,-5.8971,26.73,17.44,low,0,0
59161,1897250,The Sword of Rhivenia,2022-07-07,"Casual, Indie, RPG","Story Rich, Singleplayer, RPG, Medieval, Indie",799,7.99,$5-9.99,6,67,"0 - 20,000",10000,-3.4804,26.73,30.14,low,0,0
59162,2608260,Halloween: Trick or Treat 2,2023-10-16,"Adventure, Casual, Indie","Singleplayer, Adventure, Indie, 2D",699,6.99,$5-9.99,0,0,"0 - 20,000",10000,-6.6712,26.73,13.37,low,0,0
59163,3014150,1/8192,2024-06-22,"Casual, Indie","First-Person, Singleplayer, Indie, Exploration, Walking Simulator",299,2.99,$0.01-4.99,8,66,"0 - 20,000",10000,-2.9175,26.73,33.1,low,0,0
59164,3146510,Tilescape Defense,2024-09-18,"Casual, Indie, Strategy","Building, Base Building, Resource Management, Strategy, Singleplayer, Medieval, Indie",499,4.99,$0.01-4.99,7,10,"0 - 20,000",10000,-3.8382,26.73,28.26,low,0,0
59165,1347350,Killing Sun / 抗日大刀队：日军总部,2020-07-20,"Action, Adventure, Indie","FPS, First-Person, Dungeon Crawler, Shooter, Voxel, Action, Singleplayer, Adventure",699,6.99,$5-9.99,7,17,"0 - 20,000",10000,-3.6647,26.73,29.17,low,0,0
59166,1368480,Voidwalkers - Astora's Darkness,2021-09-16,"Action, Adventure, Free To Play, Indie, RPG","Horror, Dungeon Crawler, Roguelike, Shooter, Action, RPG, Adventure, Action Roguelike",0,0.0,free,0,9,"0 - 20,000",10000,-5.8599,26.73,17.63,low,0,0
59167,2379470,Cadence Cuties,2023-06-04,"Casual, Indie","Moddable, Rhythm, Singleplayer, Indie, 2D",499,4.99,$0.01-4.99,0,9,"0 - 20,000",10000,-5.8599,26.73,17.63,low,0,0
59168,1562870,Mind Rite,2022-02-19,"Casual, Indie","First-Person, Singleplayer, Indie, 2D",699,6.99,$5-9.99,7,39,"0 - 20,000",10000,-3.3833,26.73,30.65,low,0,0
59169,2263340,The Duck Song Game,2023-01-18,"Casual, Indie","Funny, Comedy, Singleplayer, Indie, 2D",99,0.99,$0.01-4.99,6,10,"0 - 20,000",10000,-4.1222,26.73,26.77,low,0,0
59170,2100340,Lapsus,,"Action, Adventure, Casual, Indie","Atmospheric, Story Rich, Action, Singleplayer, Adventure, Metroidvania, Indie, Platformer",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.73,13.37,low,0,0
59171,1713220,True Magician,,"Adventure, Indie, RPG, Simulation","Simulation, Atmospheric, Story Rich, RPG, Adventure, Medieval, CRPG, 2D",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.73,13.37,low,0,0
59172,370640,Midnight's Blessing,2015-05-25,"Adventure, Casual, Indie, RPG","Story Rich, RPG, Adventure, Indie",999,9.99,$5-9.99,5,56,"50,000 - 100,000",75000,-3.3371,26.73,30.9,low,0,0
59173,3173690,Echo 99 – Your Pomodoro Partner,,"Casual, Indie, Simulation","Simulation, Singleplayer, Indie",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.73,13.37,low,0,0
59174,222180,Mushroom Men: Truffle Trouble,2015-03-10,"Action, Indie","Action, Indie, Platformer",299,2.99,$0.01-4.99,5,46,"0 - 20,000",10000,-3.8945,26.73,27.96,low,0,0
59175,765690,Dark Strokes: The Legend of the Snow Kingdom Collector’s Edition,2017-12-20,"Adventure, Casual, Indie","Addictive, Singleplayer, Adventure, Indie",449,4.49,$0.01-4.99,8,122,"0 - 20,000",10000,-2.7035,26.73,34.23,low,0,0
59176,765770,Forest Legends: The Call of Love Collector's Edition,2017-12-20,"Adventure, Casual, Indie","Addictive, Singleplayer, Adventure, Indie",499,4.99,$0.01-4.99,8,88,"0 - 20,000",10000,-2.8175,26.73,33.63,low,0,0
59177,1038630,Eternal Journey: New Atlantis,2019-03-07,"Adventure, Casual, Indie","Addictive, Singleplayer, Adventure, Indie",349,3.49,$0.01-4.99,8,67,"0 - 20,000",10000,-2.9123,26.73,33.13,low,0,0
59178,1069460,Rune Lord,2019-04-24,"Adventure, Casual, Indie","Addictive, Singleplayer, Adventure, Indie",349,3.49,$0.01-4.99,6,34,"0 - 20,000",10000,-3.7144,26.73,28.91,low,0,0
59179,1078750,Duskless: The Clockwork Army,2019-05-15,"Adventure, Casual, Indie","Addictive, Singleplayer, Adventure, Indie",349,3.49,$0.01-4.99,0,9,"0 - 20,000",10000,-5.8599,26.73,17.63,low,0,0
59180,1093280,Ancient Stories: Gods of Egypt,2019-05-27,"Adventure, Casual, Indie","Addictive, Singleplayer, Adventure, Indie",349,3.49,$0.01-4.99,0,8,"0 - 20,000",10000,-5.8971,26.73,17.44,low,0,0
59181,1120800,Alex Hunter: Lord of the Mind,2019-07-18,"Adventure, Casual, Indie","Addictive, Singleplayer, Adventure, Indie",349,3.49,$0.01-4.99,8,61,"0 - 20,000",10000,-2.9449,26.73,32.96,low,0,0
59182,1158260,Heroes of Hellas Origins: Part One,2019-10-09,"Adventure, Casual, Indie","Addictive, Singleplayer, Adventure, Indie",349,3.49,$0.01-4.99,8,59,"0 - 20,000",10000,-2.9564,26.73,32.9,low,0,0
59183,2065630,Goat's Tale 2,2022-11-09,"Action, Adventure, Casual, Indie","Multiplayer, Physics, Souls-like, Action, Singleplayer, Adventure, PvP, Platformer",499,4.99,$0.01-4.99,7,29,"0 - 20,000",10000,-3.4847,26.73,30.12,low,0,0
59184,2492880,Escape Darkness,,"Action, Adventure, Casual, Early Access, Indie, Simulation","FPS, First-Person, Realistic, Action, Early Access, Sci-fi, Adventure, Action Roguelike",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.73,13.37,low,0,0
59185,3175130,ATOYO,2024-09-23,"Casual, Early Access, Indie","Sandbox, First-Person, Singleplayer, Early Access, Medieval, Indie",399,3.99,$0.01-4.99,0,0,"0 - 20,000",10000,-6.6712,26.73,13.37,low,0,0
59186,2194190,Ocelot Sunrise,2023-11-10,"Action, Adventure, Early Access, Indie","Roguelike, Shooter, Story Rich, Action, Early Access, RPG, Sci-fi, Adventure",499,4.99,$0.01-4.99,6,23,"50,000 - 100,000",75000,-3.3578,26.73,30.79,low,0,0
59187,3209920,Bathhouse Creatures,,"Casual, Indie, Simulation, Strategy","Management, Simulation, Resource Management, Strategy, Singleplayer, Indie, 2D",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.73,13.37,low,0,0
59188,679910,Meawja,,"Action, Adventure, Indie","Difficult, Replay Value, Action, Singleplayer, Adventure, Platformer, Controller, 2D",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.73,13.37,low,0,0
59189,3163980,Flying Pew Pew,,"Action, Indie","Roguelite, Military, Roguelike, Shooter, Action, Singleplayer, Gun Customization, Action Roguelike",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.73,13.37,low,0,0
59190,2724130,Skeleton Rebellion,2024-01-03,"Adventure, Indie, RPG","Dungeon Crawler, Story Rich, Singleplayer, RPG, Adventure, Party-Based RPG, Indie, Exploration",499,4.99,$0.01-4.99,0,6,"0 - 20,000",10000,-5.9856,26.73,16.97,low,0,0
59191,1992260,Space Turbo,2022-05-24,"Casual, Indie","Atmospheric, Singleplayer, Indie",1099,10.99,$10-14.99,6,11,"0 - 20,000",10000,-4.0915,26.73,26.93,low,0,0
59192,2566520,Breaking Box: Walk!,2023-09-13,"Casual, Indie, Strategy","Funny, Short, Physics, Strategy, Singleplayer, Indie",199,1.99,$0.01-4.99,7,25,"0 - 20,000",10000,-3.5351,26.73,29.85,low,0,0
59193,2533470,Bizarre Mushroom Cycle Simulator,2023-08-30,"Casual, Indie, Simulation","Funny, Simulation, Comedy, Psychological Horror, Realistic, Story Rich, Indie, Family Friendly",199,1.99,$0.01-4.99,7,37,"0 - 20,000",10000,-3.4014,26.73,30.56,low,0,0
59194,2248670,MARTIAN CONQUER,2023-04-12,"Action, Indie","War, Strategy, Action, Singleplayer, Indie, 2D",299,2.99,$0.01-4.99,0,0,"0 - 20,000",10000,-6.6712,26.73,13.37,low,0,0
59195,1298180,Pair Matching Puzzle Connect,2020-05-07,"Adventure, Casual, Indie, RPG, Simulation, Strategy","Simulation, Strategy, Singleplayer, RPG, Adventure, Indie, Family Friendly, 2D",199,1.99,$0.01-4.99,0,5,"0 - 20,000",10000,-6.0399,26.73,16.68,low,0,0
59196,3119670,XEN,,"Action, Adventure, Indie, Racing","Multiplayer, Swordplay, Action, Adventure, Indie",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.73,13.37,low,0,0
59197,1587380,Little Ghost,,"Action, Adventure, Casual, Indie","Difficult, Atmospheric, Action, Singleplayer, Adventure, Metroidvania, Indie, Platformer",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.73,13.37,low,0,0
59198,1723440,Space X Collector,2021-09-01,"Adventure, Casual, Indie","Singleplayer, Adventure, Indie, Platformer",999,9.99,$5-9.99,0,2,"0 - 20,000",10000,-6.2841,26.72,15.4,low,0,0
59199,1575790,Flawless Abbey,,"Adventure, Casual, Indie","Memes, Story Rich, Singleplayer, Adventure, Indie, Third Person, Walking Simulator",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.72,13.36,low,0,0
59200,1072030,Adventure in Russia: Road to Harvetsky,2019-05-09,"Action, Adventure, Casual, Indie, RPG","Funny, Horror, Atmospheric, Comedy, Psychological Horror, Dark Humor, Action, Adventure",99,0.99,$0.01-4.99,7,18,"0 - 20,000",10000,-3.6456,26.72,29.27,low,0,0
59201,2407630,无目的地 aimless,2023-05-18,"Casual, Indie, Simulation","Sandbox, Simulation, Physics, Shooter, Singleplayer, Indie",399,3.99,$0.01-4.99,0,1,"0 - 20,000",10000,-6.427,26.72,14.64,low,0,0
59202,1424960,Random(platformer),2020-10-13,"Action, Casual, Indie","Difficult, Short, Action, Singleplayer, Indie, Platformer, 2D",999,9.99,$5-9.99,0,1,"0 - 20,000",10000,-6.427,26.72,14.64,low,0,0
59203,1558650,Alphadeck,2021-09-29,"Casual, Free To Play, Indie, Strategy","Strategy, Free to Play, Action, Singleplayer, RPG, Indie, Card Battler, 2D",0,0.0,free,5,26,"0 - 20,000",10000,-4.0898,26.72,26.93,low,0,0
59204,1454580,Trump VS Covid: Save The World Clicker,2021-01-05,"Indie, Simulation, Strategy","Management, Simulation, Dark Humor, Strategy, Economy, 2D",99,0.99,$0.01-4.99,5,33,"0 - 20,000",10000,-4.0086,26.72,27.36,low,0,0
59205,886830,ParkourMan,2018-07-24,"Action, Adventure, Casual, Indie, Racing, Simulation, Sports","Simulation, Action, Adventure, Parkour, Indie",199,1.99,$0.01-4.99,0,6,"0 - 20,000",10000,-5.9856,26.72,16.96,low,0,0
59206,2782510,ARATAMAKAMI,2024-02-01,"Action, Indie, RPG","Violent, Action, Singleplayer, Mythology, Metroidvania, Action RPG, 2D, 2D Fighter",699,6.99,$5-9.99,0,2,"0 - 20,000",10000,-6.2841,26.72,15.4,low,0,0
59207,1863420,Crazy Cube Adventure,2022-02-08,"Adventure, Indie, Racing","Difficult, Automation, Singleplayer, Automobile Sim, Adventure, Indie",99,0.99,$0.01-4.99,7,17,"0 - 20,000",10000,-3.6647,26.72,29.17,low,0,0
59208,2654570,Dream celestial body,2023-11-09,"Adventure, Indie, Strategy","Dungeon Crawler, Strategy, Singleplayer, Sci-fi, Adventure, Indie",0,0.0,free,0,8,"0 - 20,000",10000,-5.8971,26.72,17.43,low,0,0
59209,1137190,Medium Rare,,"Action, Casual, Indie","Local Multiplayer, 4 Player Local, Action, Indie",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.72,13.36,low,0,0
59210,1330770,Gogoo,2020-06-23,"Action, Casual, Indie","Action, Singleplayer, Indie, Platformer, 2D",499,4.99,$0.01-4.99,0,0,"0 - 20,000",10000,-6.6712,26.72,13.36,low,0,0
59211,1299260,Isolation Story,2020-10-27,"Casual, Indie, RPG, Simulation","Open World, Survival, Singleplayer, RPG, Exploration",999,9.99,$5-9.99,0,1,"0 - 20,000",10000,-6.427,26.72,14.64,low,0,0
59212,2125270,Ginnung,2022-12-07,"Action, Adventure, Indie","Shooter, Action, Singleplayer, Adventure, Mythology, Indie, Platformer, Controller",399,3.99,$0.01-4.99,0,1,"0 - 20,000",10000,-6.427,26.72,14.64,low,0,0
59213,1578060,Mastho is Together,2021-03-30,"Action, Casual, Indie","Difficult, Atmospheric, Action, Singleplayer, Indie, Platformer, Family Friendly, Controller",199,1.99,$0.01-4.99,7,38,"0 - 20,000",10000,-3.3922,26.72,30.6,low,0,0
59214,2066540,Metro Mover,2022-07-21,"Casual, Early Access, Indie, Simulation","Simulation, Voxel, Singleplayer, Early Access, Driving, Indie",699,6.99,$5-9.99,0,2,"0 - 20,000",10000,-6.2841,26.72,15.4,low,0,0
59215,1527140,SC2KRender,2021-02-05,"Indie, Utilities","City Builder, Indie",0,0.0,free,7,24,"0 - 20,000",10000,-3.5489,26.72,29.78,low,0,0
59216,2930570,The Adventures of Emoji 4: Fly High Mouse Remastered,2024-09-09,"Action, Adventure, Indie","Funny, Action, Singleplayer, Adventure, Indie",299,2.99,$0.01-4.99,0,1,"0 - 20,000",10000,-6.427,26.72,14.64,low,0,0
59217,1928810,Plunder Dungeons,2022-06-17,"Adventure, Indie","Funny, Management, Dungeon Crawler, Roguelike, Character Customization, Adventure, Medieval, Family Friendly",399,3.99,$0.01-4.99,7,10,"0 - 20,000",10000,-3.8382,26.72,28.26,low,0,0
59218,1100320,Rest,2023-11-30,Indie,"First-Person, Indie, Walking Simulator",1299,12.99,$10-14.99,0,5,"0 - 20,000",10000,-6.0399,26.72,16.68,low,0,0
59219,1929420,Hentai Mission Ukraine,2022-05-02,"Action, Adventure, Casual, Indie","War, Atmospheric, Military, Realistic, Historical, Shooter, Action, Adventure",199,1.99,$0.01-4.99,8,194,"0 - 20,000",10000,-2.5411,26.72,35.08,low,0,0
59220,2951840,Arisen Force: HeroTest,,"Action, Adventure, Indie, RPG","Character Customization, Action, Singleplayer, RPG, Adventure, Medieval, Indie, Action RPG",0,0.0,free,6,60,"0 - 20,000",10000,-3.5186,26.72,29.94,low,0,0
59221,685140,Zoo Strikers,,"Action, Casual, Early Access, Free To Play, Indie, Strategy","Strategy, Free to Play, Action, Early Access, Indie",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.72,13.36,low,0,0
59222,775520,Animals Memory: Dinosaurs,2018-01-05,"Casual, Indie","Horror, Atmospheric, Psychological Horror, Singleplayer, Indie, Family Friendly, 2D",399,3.99,$0.01-4.99,7,47,"0 - 20,000",10000,-3.3191,26.72,30.99,low,0,0
59223,2014910,Mom got stuck in the washing machine,2023-07-14,"Casual, Indie, Simulation","First-Person, Simulation, Comedy, Physics, Realistic, Mature, Singleplayer",249,2.49,$0.01-4.99,6,201,"0 - 20,000",10000,-3.0967,26.72,32.15,low,0,0
59224,2296490,Dungeon Dot Ruby,,"Action, Adventure, Indie","Crafting, Hack and Slash, Action, Singleplayer, Adventure, Metroidvania, Indie, Platformer",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.72,13.36,low,0,0
59225,741010,BALL GAME,2017-11-10,"Adventure, Casual, Indie, Simulation, Sports, Strategy","Simulation, Strategy, Adventure, Indie",99,0.99,$0.01-4.99,0,3,"0 - 20,000",10000,-6.1828,26.72,15.93,low,0,0
59226,2849760,Onychomp : Lush journey,,"Action, Adventure, Indie","Horror, Roguelite, Dungeon Crawler, Roguelike, Action, Procedural Generation, Isometric, Perma Death",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.72,13.36,low,0,0
59227,1546120,Void Explorer,2021-06-21,"Action, Indie","Action, Singleplayer, Adventure, Medieval, Parkour, Indie, 2D, 2D Fighter",99,0.99,$0.01-4.99,0,3,"0 - 20,000",10000,-6.1828,26.72,15.93,low,0,0
59228,779250,Paradox Wrench,2018-01-16,"Action, Indie","Action, Indie",99,0.99,$0.01-4.99,7,40,"20,000 - 50,000",35000,-3.0703,26.72,32.29,low,0,0
59229,925540,Lifespan 5seconds,2018-09-06,"Action, Indie","Action, Indie",199,1.99,$0.01-4.99,0,1,"0 - 20,000",10000,-6.427,26.72,14.64,low,0,0
59230,332880,DSY: Don't Shoot Yourself,2015-04-10,"Action, Indie, Strategy","Strategy, Action, Singleplayer, Indie, 2D",499,4.99,$0.01-4.99,6,34,"0 - 20,000",10000,-3.7144,26.72,28.91,low,0,0
59231,704370,Water Pipeline,2017-09-11,"Adventure, Casual, Indie, Strategy","Building, Crafting, Strategy, Automation, Singleplayer, Adventure, Loot, Indie",199,1.99,$0.01-4.99,0,9,"0 - 20,000",10000,-5.8599,26.72,17.63,low,0,0
59232,673230,Galaxy Annihilation,2017-07-28,"Action, Indie","Action, Indie",299,2.99,$0.01-4.99,0,7,"0 - 20,000",10000,-5.9385,26.71,17.21,low,0,0
59233,2521270,Roc's Odyssey,,"Action, Adventure, Indie","Atmospheric, Comedy, Souls-like, Post-apocalyptic, Action, Adventure, Metroidvania, Platformer",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.71,13.36,low,0,0
59234,3164560,100 Wars,2024-10-15,"Action, Adventure, Casual, Indie, RPG","Physics, Realistic, Action, Singleplayer, RPG, Sci-fi, Adventure, Indie",559,5.59,$5-9.99,0,0,"0 - 20,000",10000,-6.6712,26.71,13.36,low,0,0
59235,2423100,Terrierble Logic,,"Casual, Indie","Funny, Singleplayer, Indie, Family Friendly, 2D",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.71,13.36,low,0,0
59236,2935610,Boxmania,2024-06-06,"Casual, Indie, Strategy","Level Editor, Psychological Horror, Strategy, Singleplayer, Indie, Family Friendly, 2D",499,4.99,$0.01-4.99,0,2,"0 - 20,000",10000,-6.2841,26.71,15.39,low,0,0
59237,2533740,The Book Of Hiro - Prologue,2023-08-18,"Casual, Free To Play, Indie","Short, Atmospheric, Free to Play, Story Rich, Singleplayer, Adventure, Indie, Family Friendly",0,0.0,free,5,36,"0 - 20,000",10000,-3.9788,26.71,27.51,low,0,0
59238,1934230,Lucille-The balance of light and dark,,"Action, Adventure, Indie","Story Rich, Action, Singleplayer, Adventure, Action Roguelike, Indie, Controller, 2D",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.71,13.36,low,0,0
59239,648440,Pixel Devil and the Broken Cartridge,2019-02-26,"Action, Adventure, Indie","Action, Adventure, Indie",299,2.99,$0.01-4.99,5,104,"20,000 - 50,000",35000,-3.307,26.71,31.04,low,0,0
59240,404030,Lucky Rabbit Reflex!,2015-10-09,"Casual, Indie, Simulation","Simulation, Dating Sim, Indie",999,9.99,$5-9.99,7,37,"0 - 20,000",10000,-3.4014,26.71,30.55,low,0,0
59241,2475250,Testament of Power,,"Adventure, Early Access, Indie, Massively Multiplayer, RPG","Open World, Massively Multiplayer, Hack and Slash, Character Customization, Early Access, RPG, Adventure, PvP",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.71,13.36,low,0,0
59242,688730,PetriDish.pw,,"Casual, Free To Play, Indie, Massively Multiplayer","Massively Multiplayer, Free to Play, Indie",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.71,13.36,low,0,0
59243,906650,Gumstein: The Awakening,2019-01-30,"Action, Indie","Action, Indie",0,0.0,free,6,11,"0 - 20,000",10000,-4.0915,26.71,26.92,low,0,0
59244,448930,About Elise,2017-09-26,"Adventure, Casual, Free To Play, Indie, Simulation","Simulation, Free to Play, Adventure, Indie",0,0.0,free,6,139,"50,000 - 100,000",75000,-2.7364,26.71,34.04,low,0,0
59245,2106520,私のリアルは充実しすぎている フルボイス版,2022-12-15,"Adventure, Casual, Indie","Funny, Comedy, Story Rich, Dating Sim, Adventure, Indie",999,9.99,$5-9.99,9,3882,"100,000 - 200,000",150000,-0.5453,26.71,45.57,medium,0,0
59246,2502400,Rhythm Dodge,,"Action, Adventure, Casual, Indie","Difficult, Level Editor, Character Customization, Music, Voxel, Rhythm, Action, Singleplayer",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.71,13.36,low,0,0
59247,873710,Paris: Jigsaw Puzzles,2018-06-13,"Adventure, Casual, Indie, Simulation, Sports, Strategy","Building, Simulation, Strategy, Realistic, Singleplayer, Adventure, Indie, Family Friendly",199,1.99,$0.01-4.99,0,9,"0 - 20,000",10000,-5.8599,26.71,17.62,low,0,0
59248,1964890,Friendly Warfare,,"Action, Casual, Free To Play, Indie, Strategy","Multiplayer, Funny, Destruction, Strategy, Free to Play, Character Customization, Singleplayer, PvP",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.71,13.36,low,0,0
59249,2097130,Sudocity,,"Casual, Indie, Simulation, Strategy","Building, Colony Sim, City Builder, Simulation, Atmospheric, Strategy, Procedural Generation, Indie",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.71,13.36,low,0,0
59250,3141360,Levana Horror Tale,,"Action, Adventure, Casual, Indie","First-Person, Horror, Atmospheric, Psychological Horror, Realistic, Story Rich, Action, Adventure",0,0.0,free,0,1,"0 - 20,000",10000,-6.427,26.71,14.64,low,0,0
59251,1880290,Dancing Line Fan-made Collection,,"Casual, Free To Play, Indie","Atmospheric, Free to Play, Character Customization, Rhythm, Singleplayer, Sci-fi, Indie",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.71,13.36,low,0,0
59252,1128170,Power Stealers,2020-01-27,"Action, Indie","Local Co-Op, Action, Sci-fi, Indie, Platformer, 2D",499,4.99,$0.01-4.99,0,8,"0 - 20,000",10000,-5.8971,26.71,17.43,low,0,0
59253,1366830,Quiz Pro - Guess Pictures,2020-07-22,"Adventure, Casual, Indie, Simulation, Sports, Strategy","Simulation, Strategy, Free to Play, Singleplayer, Adventure, Indie, Family Friendly, Education",299,2.99,$0.01-4.99,0,3,"20,000 - 50,000",35000,-5.8784,26.71,17.52,low,0,0
59254,1987800,Ruptured,,"Action, Adventure, Casual, Indie","Level Editor, Post-apocalyptic, Character Customization, Story Rich, Action, Sci-fi, Adventure, Metroidvania",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.71,13.36,low,0,0
59255,618550,Chess of Blades,2018-01-05,"Casual, Indie",Indie,2499,24.99,$20-29.99,8,112,"0 - 20,000",10000,-2.7334,26.71,34.06,low,0,0
59256,1944560,Vacation Adventures: Park Ranger 13,2022-04-28,"Adventure, Casual, Indie","Realistic, Story Rich, Singleplayer, Adventure, Indie, Family Friendly, 2D",699,6.99,$5-9.99,0,4,"0 - 20,000",10000,-6.1041,26.71,16.34,low,0,0
59257,1177310,Future Pool,2019-12-20,"Casual, Indie, Sports, Strategy","Turn-Based, Strategy, Indie",899,8.99,$5-9.99,0,1,"0 - 20,000",10000,-6.427,26.71,14.64,low,0,0
59258,724940,Beach Cry of VR,2017-10-20,"Adventure, Casual, Indie, Nudity, Simulation, Violent","Simulation, Violent, Adventure, Indie",400,4.0,$0.01-4.99,5,12,"0 - 20,000",10000,-4.3474,26.71,25.57,low,0,0
59259,563370,Don't Touch The Zombies,2017-05-11,"Action, Casual, Indie","Action, Indie, Zombies",999,9.99,$5-9.99,0,4,"0 - 20,000",10000,-6.1041,26.71,16.34,low,0,0
59260,1553740,Cat’s Princess - visual novel / Otome,2021-08-11,"Casual, Indie","Great Soundtrack, Singleplayer, Indie",499,4.99,$0.01-4.99,7,16,"0 - 20,000",10000,-3.6848,26.71,29.06,low,0,0
59261,2086690,Enoch : Children of fate,,"Adventure, Indie","Singleplayer, Sci-fi, Adventure, Crime, Indie, Cyberpunk, Mystery, 2D",0,0.0,free,0,0,"0 - 20,000",10000,-6.6712,26.7,13.35,low,0,0
59262,1367220,Wild Gun,2020-12-10,"Action, Casual, Indie","FPS, First-Person, Shooter, Action, Singleplayer, Crime",599,5.99,$5-9.99,7,13,"20,000 - 50,000",35000,-3.4489,26.7,30.29,low,0,0
59263,1162290,Easy hentai puzzle 2,2019-10-05,"Casual, Indie","Fast-Paced, Atmospheric, Music, Mature, Singleplayer, Indie, 2D, Education",299,2.99,$0.01-4.99,5,30,"0 - 20,000",10000,-4.0412,26.7,27.18,low,0,0
